BGC	Genus	Name	Compound_count	MW	TPSA	LOGP	HACC	HDON	Type	Activities	Structure	Antibacterial	Antifungal	Siderophore	Orf_length
BGC0000549	Streptococcus	salivaricin D	1	3466.64940846	1241.75	-9.2151	47	41	RiPP	NA	[H]N[C@@H](CC1=CC=CC=C1)C(N/C(C(N[C@@H]2C(N[C@@H](CC3=CN=CN3)C(NC(C(N[C@H](C(N[C@@H](CSC2)C(N[C@@H]4C(N5CCC[C@H]5C(NCC(N[C@@H](CSCC4)C(N[C@]([C@@H](C)CC)([H])C(N[C@@H]6C(NCC(N[C@H](C(N[C@H](C(N[C@@H](CCSC)C(NCC(N[C@@H](CSCC6)C(N[C@@H](CC7=CN=CN7)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@@H]8C(N[C@]([C@@H](C)CC)([H])C(NCC(N[C@@H](CSC8)C(N[C@H](C(N[C@H](C(N[C@@H](CC9=CN=CN9)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@]([H])(C(NC(C(N[C@H](C(O)=O)CCCCN)=O)=C)=O)[C@H](CC)C)=O)CC%10=CN=CN%10)=O)=O)=O)C(C)C)=O)CC(N)=O)=O)=O)=O)=O)=O)CCC(N)=O)=O)=O)=O)=O)=O)=O)CC(C)C)=O)C(C)C)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC(C)C)=O)=C)=O)=O)=O)=C\C)=O	1	0	0	0	13
BGC0001074	Streptomyces	cosmomycin D	1	1188.58287246	313.22	3.6734	24	8	Saccharide	NA	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O	1	0	0	0	40
BGC0001186	Candidatus	misakinolide A	1	1336.8998965	288.28	8.9958	20	8	Polyketide	NA	C[C@@H]1O[C@H](C[C@@H](C1)OC)CC[C@@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C(=C/C[C@@H](C[C@H]3O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]([C@H](OC(=O)/C(=C/C[C@@H](C[C@H]4O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]2C)O)O)C)OC)CC=C4)O)/C)[C@H]([C@@H](O)[C@H](CC[C@@H]5O[C@H](C[C@H](C5)OC)C)C)C)C)O)O)C)OC)CC=C3)O)/C)C)C	0	0	0	0	25
BGC0000326	Streptomyces	isocomplestatin	1	1325.11047982	346.35	9.1969	14	12	NRP	NA	CN1[C@@H](CC2=CC=C(OC3=CC4=CC(=C3O)C3=CC5=C(C=C3)C(C[C@@H](NC(=O)C(=O)C3=CC(Cl)=C(O)C(Cl)=C3)C(=O)N[C@H](C3=CC(Cl)=C(O)C(Cl)=C3)C(=O)N[C@H]4C(=O)N[C@H](C3=CC(Cl)=C(O)C(Cl)=C3)C1=O)=CN5)C=C2)C(=O)N[C@@H](C(O)=O)C1=CC=C(O)C=C1	1	0	0	0	16
BGC0001056	Serratia	zeamine	5	840.811905808	219.89	9.1512	9	9	NRP	Antibacterial	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(=O)CC(O)CC(O)C(N)C(C)C	0	1	0	0	23
BGC0000171	Streptomyces	9-methylstreptimidone	1	307.17835828	83.47	1.9079	4	2	Polyketide	Antifungal	[H][C@@](O)(CC1CC(=O)NC(=O)C1)CC(=O)[C@@]([H])(C)\C=C(/C)\C=C/C	1	0	1	0	31
BGC0000480	Nostoc	tenuecyclamide A	2	460.09874512	139.11	2.68242	9	3	RiPP	NA	C[C@@H]1NC(=O)C2=CSC(=N2)[C@@H](C)NC(=O)C2=CSC(=N2)[C@H](C)NC(=O)C2=C(C)OC1=N2	0	0	0	0	7
BGC0001189	Cupriavidus	taiwachelin	1	962.4808074	411.2	-3.1101	16	14	NRP	NA	CCCCCCCCCCCC(=O)N[C@@H]([C@@H](C(=O)O)O)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CCCN(C(=O)C[C@H](C)O)O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(C1=O)O	0	0	0	0	18
BGC0001078	Streptomyces	furaquinocin B	1	402.167853172	113.29	2.4198	7	3	Terpene	NA	COC1=C(C)C(=O)C2=C(C=C(O)C3=C2O[C@@H](C)[C@@]3(C)C(O)C\C=C(/C)CO)C1=O	1	0	0	0	23
BGC0000975	Nostoc	cryptophycin-327	1	654.270794016	132.56	4.734	8	2	NRP	NA	COC1=C(Cl)C=C(C[C@H]2NC(=O)\C=C/C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)[C@H](C)[C@H]2O[C@@H]2C2=CC=CC=C2)C=C1	0	0	0	0	8
BGC0000454	Vibrio	vanchrobactin	1	397.159748076	218.09	-1.97883	7	9	NRP	NA	NC(=N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CO)C(O)=O	0	0	0	0	10
BGC0000308	Staphylococcus	aureusimine	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	2
BGC0000131	Streptomyces	pyrrolomycin	1	179.949332664	58.93	2.2297	2	1	Polyketide	NA	C1=C(C(=C(N1)Cl)Cl)[N+](=O)[O-]	1	0	0	0	6
BGC0001459	Amycolatopsis	decaplanin	1	1559.52708079	589.41	-1.6954	29	21	NRP	Antibacterial	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	1	1	0	0	38
BGC0000527	Bacillus	mersacidin	1	1832.84457512	607.43	-3.9346	25	24	RiPP	NA	CC[C@H](C)[C@@H](C(=O)NC(=C)S)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)C(=C)NC(=O)[C@H](CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC)NC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC)NC(=O)[C@H](CS)N	1	0	0	0	10
BGC0000943	Staphylococcus	staphylobactin	1	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	16
BGC0002019	Streptomyces	tiancilactone	1	-1	NA	NA	NA	NA	Terpene	NA	NA	1	0	0	0	23
BGC0001350	Leptolyngbya	phormidolide	1	1156.6789409	148.44	15.3977	12	2	Polyketide	NA	[H][C@@]12C[C@@]([H])(OC(=O)\C=C(/C)\C=C\C[C@@H](O)CC(=C)\C=C(C)\C1)[C@](C)(O2)[C@@H](O)\C=C(/C)C[C@H]1OC(C)(C)O[C@@H](C[C@H]2OC(C)(C)O[C@@H](C[C@H](CC(=C)C(\OC)=C/Br)OC(=O)CCCCCCCCCCCCCCC)[C@H]2C)C1(C)C	0	0	0	0	23
BGC0000703	Streptomyces	kanamycin	1	484.238057972	282.61	-7.2914	15	11	Saccharide	NA	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	1	0	0	0	185
BGC0001964	Cystobacterineae	alkylpyrone-407	2	-1	NA	NA	NA	NA	Polyketide	NA	NA	0	0	0	0	44
BGC0000788	Salmonella	O-antigen	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	19
BGC0002024	Nocardia	nargenicin	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	26
BGC0000039	Penicillium	compactin	1	408.251188872	104.06	3.4696	5	3	Polyketide	NA	CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12	2	0	0	0	9
BGC0001152	Paenibacillus	fusaricidin B	1	896.569503252	346.35	-0.65613	12	12	NRP	Antifungal	CC(C)[C@H]1NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCNC(N)=N)C(C)OC(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@H](C)O	1	0	1	0	8
BGC0001618	Staphylococcus	hyicin 3682	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	8
BGC0000960	Streptomyces	azinomycin B	1	623.211508876	193.1	0.89392	12	4	NRP	NA	[H][C@@]12CN1\C([C@@H](OC(C)=O)[C@@H]2O)=C(\NC(=O)[C@@H](OC(=O)C1=C2C=CC=C(C)C2=CC(OC)=C1)[C@]1(C)CO1)C(=O)N\C(=C\O)C(C)=O	1	0	0	0	47
BGC0001361	Serratia	sodorifen	1	218.203450832	0.0	4.8271	0	0	Terpene	NA	C[C@@H]1C(=C)[C@@H]([C@@]2(C([C@]1(C(=C2C)C)C)C)C)C	0	0	0	0	4
BGC0001280	Phoma	betaenone C	2	366.240624188	94.83	3.0428	5	3	Polyketide	NA	CCC(C)C1C(C2C(CC(CC2C(=O)C1(C)O)(C)O)C)(C)C(=O)/C=C\O	2	0	0	0	8
BGC0001958	Streptomyces	amipurimycin	1	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	30
BGC0000584	Escherichia	colicin V	1	-1	NA	NA	NA	NA	RiPP	NA	NA	0	0	0	0	5
BGC0001639	Klebsiella	klebsidin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	0	0	0	0	5
BGC0000305	Pseudomonas	arthrofactin A	1	1353.80068495	481.69	-0.4134	18	16	NRP	Surfactant	CCCCCCC[C@H](O)CC(N[C@@H](C(N[C@@H](C(N[C@H]([C@H](OC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](CO)NC(C(CC(C)C)N1)=O)=O)[C@@H](C)CC)=O)[C@@H](C)CC)=O)CC(O)=O)=O)C)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@H](CO)C1=O)=O)=O)CC(C)C)=O)=O)CC(O)=O)=O)CC(C)C)=O	0	0	0	0	6
BGC0001502	Aeromonas	amonabactin P 750	1	750.322456292	289.74	0.7498	11	11	NRP	NA	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	0	0	0	0	7
BGC0000935	Streptomyces	esmeraldin	1	652.195799236	162.18	8.10342	9	4	Other	Pigment	CC1C2=C3C(=CC=C2)NC4=C(C=CC=C4N3C5=C1C6=NC7=C(C=CC=C7N=C6C(=C5)C(=O)O)C(C)OC(=O)C8=C(C=CC=C8O)C)C(=O)O	1	0	0	0	25
BGC0001438	Streptomyces	warkmycin CS1	2	1007.39982272	348.44	-0.091	22	9	Polyketide	NA	O[C@H](C(C)=C1)[C@@]2(O)[C@]([C@@]1([H])O[C@H](C[C@@H](OC)[C@@H]3O)O[C@H]3C)(O)C4=C(C(C(C(O)=C5[C@@H](C[C@@H](O[C@H]6C[C@]([C@H](O[C@@H]7O[C@@H]([C@H](CC7)OC(N)=O)C)[C@@H](C)O6)(C)O)[C@@H]8O)O[C@@H]8C)=C(C=C5)C4=O)=O)[C@H](O)[C@@H]2OC(C)=O	1	0	0	0	34
BGC0001136	Beauveria	desmethylbassianin	1	381.157622836	99.76	4.0612	6	3	NRP	NA	OC1=CC=C(C2=CN(O)C(C(C(/C=C/C=C/C=C/[C@H](C)CC)=O)=C2O)=O)C=C1	2	0	0	0	5
BGC0001509	Pseudomonas	anikasin	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	9
BGC0000189	Xenorhabdus	3-(2'-hydroxy-3'-oxo-4'-methylpentyl)-indole	4	231.125928784	53.09	2.2964	2	2	Polyketide	NA	CC(C)C(=O)C(O)CC1=CNC2=C1C=CC=C2	0	0	0	0	8
BGC0001022	Stigmatella	myxalamid	1	401.292994108	69.56	4.6439	3	3	NRP	NA	C[C@@H](CO)NC(=O)/C(=C/C=C/C=C\C=C\C(=C\[C@@H](C)[C@H](/C(=C/C(C)C)/C)O)\C)/C	0	0	0	0	11
BGC0000483	Microcystis	aeruginosamide B	2	574.261376696	100.63	4.4862	7	2	RiPP	NA	CC(C)(C=C)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N3CCC[C@H]3C4=NC(=CS4)C(=O)OC	0	0	0	0	6
BGC0000410	Pseudomonas	pseudomonine	1	330.132805056	107.55	0.6187	5	3	NRP	NA	CC1ON(CCC2=CNC=N2)C(=O)C1NC(=O)C1=CC=CC=C1O	0	0	0	0	10
BGC0000764	Lactococcus	exopolysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	17
BGC0001062	Micromonospora	TLN-05220	1	737.185688052	246.91	1.3697	13	5	Polyketide	NA	CCC(C)C1=CC2=C(C(=O)N1CC(=O)N1CC(NC(=O)C1C)C(O)=O)C(=O)C1=C3C(O)=C4C(=O)C5=C(C(O)=CC=C5O)C(=O)C4=C(OC)C3=CC=C1C2=O	1	0	0	0	30
BGC0001731	Streptomyces	paulomycin	1	658.167989388	260.03	-1.9374	17	5	Other	NA	C/C=C(/C(=O)O[C@@H]1[C@H](OC([C@@H]([C@@H]1O[C@@H]2C[C@H]([C@H]([C@H](O2)C)O)OC)O)C3(CC(=O)C(=C(C3=O)C(=O)O)N)O)COC(=O)C)\N=C=S	1	0	0	0	53
BGC0000635	Paracoccus	carotenoid	1	738.6737406	99.38	11.5564	6	4	Terpene	NA	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	0	0	0	0	8
BGC0000810	Zea	benzoxazinone DIMBOA	1	211.048072388	79.23	0.1282	5	2	Alkaloid	NA	COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O	3	0	0	0	20
BGC0001720	Beauveria	oosporein	1	306.03756728	149.2	0.5782	8	4	Polyketide	NA	CC1=C(O)C(=O)C(=C(O)C1=O)C1=C(O)C(=O)C(C)=C(O)C1=O	2	0	0	0	14
BGC0000780	Vibrio	O&K-antigen	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	61
BGC0001647	Streptomyces	lagunapyrone A	3	512.350174636	90.9	6.69222	5	3	Polyketide	NA	C\C=C(/C)[C@@H](O)[C@H](C)[C@H](O)C\C=C(/C)\C=C(/C)C\C(C)=C\C\C=C(/C)[C@@H](O)[C@@H](C)C1=CC=C(C)C(=O)O1	1	0	0	0	9
BGC0001567	Streptomyces	cysteoamide	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	11
BGC0000342	Fusarium	enniatin	1	667.440780532	139.83	4.0767	9	0	NRP	NA	CCCC[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)CC)C)C(C)C)C(C)C)C)C(C)C	2	0	0	0	1
BGC0001733	Pleurocapsa	PcpA	1	-1	NA	NA	NA	NA	RiPP	NA	NA	0	0	0	0	5
BGC0001055	Escherichia	yersiniabactin	1	481.116369344	111.02	2.0049	9	4	NRP	NA	C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O	0	0	0	0	68
BGC0001093	Sorangium	disorazol A	1	758.377845928	166.88	7.2529	12	2	NRP	NA	COC1CC2=NC(=CO2)C(=O)OC(C\C=C/C2OC2\C=C\C=C/C2=NC(=CO2)C(=O)OC(C\C=C/C=C\C=C\1)C(C)(C)C(O)\C=C\C)C(C)(C)C(O)\C=C\C	0	0	0	0	21
BGC0000686	Aspergillus	helvolic acid	1	568.303618368	124.04	5.4001	7	1	Terpene	NA	[H][C@@]12CC[C@@]3(C)\C([C@H](C[C@]3(C)[C@@]1(C)[C@H](OC(C)=O)C(=O)[C@@]1([H])[C@H](C)C(=O)C=C[C@]21C)OC(C)=O)=C(/CC=C(C)C)C(O)=O	2	0	0	0	9
BGC0001642	Fusarium	koraiol	1	222.198365452	20.23	3.6098	1	1	Terpene	NA	CC1(CC2C1CCC(C3C2(CC3)C)(C)O)C	2	0	0	0	1
BGC0001008	Actinomadura	maduropeptin	1	453.09791504	99.23	1.1128	6	3	Polyketide	Antibacterial,Antioxidant	COC1=C2C(=C(C=C1)[C@H](CC(=O)N3C[C@H]3/C/4=C/C#C[C@H](O2)[C@]5([C@H](CC=C5C#C4)O)O)O)Cl	1	1	0	0	53
BGC0000300	Streptomyces	amychelin	1	738.282048024	329.09	-5.4221	15	11	NRP	NA	OC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N[C@@H](CO)C(=O)N[C@H](CCCN(O)C=O)C(=O)N[C@@H]1CCCN(O)C1=O	1	0	0	0	16
BGC0000314	Pseudoalteromonas	bromoalterochromide A	1	843.2802529	278.21	0.6587	10	8	NRP	Antibacterial,Cytotoxic	O=C([C@H](CC(N)=O)NC1=O)N[C@H](CC(N)=O)C(N[C@H]([C@@H](C)CC)C(O[C@H](C)[C@H](C(N[C@@H]1C(C)C)=O)NC(/C=C/C=C/C=C/C=C/C2=CC=C(O)C(Br)=C2)=O)=O)=O	0	1	0	0	14
BGC0000773	Escherichia	lipopolysaccharide	1	4897.1470024	1888.75	-9.9821	107	62	Saccharide	NA	CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O	0	0	0	0	16
BGC0001979	Streptomyces	LL-D49194α1 (LLD)	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	53
BGC0000392	Actinosynnema	mirubactin	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	14
BGC0000244	Streptomyces	macrotetrolide	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	6
BGC0001675	Streptomyces	murayaquinone	1	324.099773612	91.67	3.43502	5	2	Polyketide	NA	CCCC(=O)C1=CC2=C(C(O)=C1C)C(=O)C(=O)C1=C2C=CC=C1O	1	0	0	0	58
BGC0001368	Streptomyces	JBIR-126	1	535.18337598	174.51	0.2614	9	6	NRP	NA	[H][C@@]1(CCCN1)[C@H](NC(=O)[C@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)NC(C)(CO)C(O)=O	1	0	0	0	27
BGC0000273	Streptomyces	steffimycin D	1	560.189376464	181.44	0.7432	12	5	Polyketide	NA	COC1C(O)C(O)C(C)OC1OC1C(OC)C(C)(O)CC2=CC3=C(C(O)=C12)C(=O)C1=C(C=C(OC)C=C1O)C3=O	1	0	0	0	36
BGC0000272	Streptomyces	spore pigment	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	7
BGC0001801	Streptomyces	thiazostatin	5	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	15
BGC0000666	Streptomyces	xiamycin A	1	363.18344366	73.32	4.3868	2	3	Terpene	Antibacterial	C[C@]12CC[C@@H]([C@@]([C@@H]1CCC3=C2C=C4C5=CC=CC=C5NC4=C3)(C)C(=O)O)O	1	1	0	0	22
BGC0001993	Paenibacillus	paenilipoheptin	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	5
BGC0001033	Paenibacillus	paenilamicin	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	14
BGC0000380	Sorangium	leupyrrin	1	707.39075634	145.74	5.8981	10	2	NRP	Antifungal	C1(OC/C(=C(/C)\CCC[*])/C/1=C/C1C2COC(=O)C(CC(C)C)CC(=O)OC3C(C)(CO)C(=O)OC3C(C)=CCC3NC(=CC=3)C(O2)=N1)CC(C)C	0	0	1	0	35
BGC0000634	Brevundimonas	carotenoid	1	738.6737406	99.38	11.5564	6	4	Terpene	NA	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	0	0	0	0	12
BGC0001130	Xenorhabdus	fabclavine Ia	1	1355.95198106	466.09	3.3662	17	16	NRP	Antibacterial,Antifungal,Cytotoxic	CC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCC[C@@H](O)CCNC(=O)C[C@@H](O)C[C@@H](O)[C@@H]3CCCN3C(=O)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@H](N)C(=O)O)CC(=O)NC2C	0	1	1	0	14
BGC0001378	Streptomyces	tiancimycin	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	36
BGC0001624	Pestalotiopsis	iso-A82775C	1	-1	NA	NA	NA	NA	Other	NA	NA	2	0	0	0	12
BGC0001975	Streptomyces	atratumycin	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	38
BGC0000479	Planktothrix	prenylagaramide B	2	928.505840376	258.67	1.9096	10	7	RiPP	NA	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(OCC=C(C)C)C=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC1=O	0	0	0	0	23
BGC0000628	Lactobacillus	lactocillin	1	1223.14573164	345.82	6.1103	23	9	RiPP	Antibacterial	O=C(NC(C(O)=O)C)C1=CSC(C2=CSC(C3=NC(C4=CSC(C(CSC(C5=CNC6=C5C=CC=C6)=O)NC7=O)=N4)=C(C8=NC(C(NC(C(C)O)C(N/C(C9=NC(C(NC(C%10=NC7CS%10)C(O)C)=O)=CS9)=C\C)=O)=O)=CS8)C=C3)=N2)=N1	1	1	0	0	14
BGC0001416	Pseudomonas	nunapeptin	2	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	14
BGC0000615	Nocardiopsis	TP-1161	1	1161.26398956	402.82	2.06952	22	10	RiPP	Antibacterial	C\C=C1\NC(=O)[C@@H](NC(=O)C2=CSC(=N2)C2=C(N=C(C=C2)C(=O)NC(=C)C(=O)NC(=C)C(=O)NCC(C)=O)C2=COC(=N2)C(=C)NC(=O)C(=C)NC(=O)C2=CSC(=N2)[C@H](C)NC(=O)C2=CSC(CNC(=O)C3=C(C)OC1=N3)=N2)[C@@H](C)O	1	1	0	0	24
BGC0001313	Arabidopsis	arabidiol-baruol	1	-1	NA	NA	NA	NA	Terpene	NA	NA	3	0	0	0	34
BGC0000887	Dolichospermum	saxitoxin	9	299.134202024	184.81	-3.852	10	6	Alkaloid	Neurotoxic	C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N	0	0	0	0	23
BGC0000890	Pseudoalteromonas	pentabromopseudilin	1	548.620974248	36.02	6.1998	1	2	Other	Antibacterial,Cytotoxic,Inhibitor	C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br	0	1	0	0	10
BGC0000792	Enterococcus	polysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	17
BGC0001012	Streptomyces	meridamycin	1	821.52892684	214.52	4.2749	12	7	NRP	NA	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	1	0	0	0	5
BGC0000136	Amycolatopsis	rifamycin	1	697.309825944	201.31	4.75412	12	6	Polyketide	NA	C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C	1	0	0	0	64
BGC0001583	Escovopsis	emodin	1	270.05282342	94.83	1.88722	5	3	Polyketide	NA	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	2	0	0	0	4
BGC0001582	Nonomuraea	ecumicin	1	1599.00513883	400.27	3.9217	18	10	NRP	NA	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	1	0	0	0	19
BGC0001533	Streptomyces	borrelidin	1	489.309038096	127.85	4.63558	6	3	Polyketide	NA	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	1	0	0	0	34
