BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0000461	Lysobacter	WAP-8294A2 (lotilibcin)	NRP	unk	unk	0	0	0	0
BGC0000259	Serratia	prodigiosin	Polyketide	unk	unk	0	0	0	0
BGC0000643	Brevundimonas	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0001803	Streptomyces	thioviridamide	Other	unk	CCC(C)C1NC(=O)C(CS\C=C/NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC1=O)C(O)C1=CN(C)C=[N+]1C)NC(=O)C(C)NC(=S)C(C)NC(=S)C(C)NC(=S)C(C)NC(=S)C(CCSC)NC(=S)C(NC(=O)C(C)(O)CC(C)=O)C(C)C	1	0	0	0
BGC0000451	Teredinibacter	turnerbactin	NRP	unk	unk	0	0	0	0
BGC0001165	Lyngbya	Curacin A	NRP	Other	unk	0	0	0	0
BGC0001418	Hyalangium	Myxochromide D	NRP	Unknown	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	0	0	0	0
BGC0001117	Streptomyces	himastatin	NRP	unk	unk	1	0	0	0
BGC0001308	Streptomyces	simocyclinone D9	Polyketide	unk	unk	1	0	0	0
BGC0000352	Acinetobacter	Fimsbactin A	NRP	Siderophore	O=C(N[C@@H](COC(=O)c1cccc(O)c1O)C(=O)NCCCCN(O)C(C)=O)[C@H]2N=C(OC2)c3cccc(O)c3O	0	0	0	1
BGC0000335	Cystobacter	cystomanamides	NRP	unk	unk	0	0	0	0
BGC0000766	Lactobacillus	exopolysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000871	Myxococcus	VEPE	Other	Unknown	NCCOP([O-])(OCC(OC(CCCCCCCCCCCC(C)C)=O)CO/C=C\\CCCCCCCCCCC(C)C)=O	0	0	0	0
BGC0000716	Streptomyces	spectinomycin	Saccharide	unk	unk	1	0	0	0
BGC0001808	Streptomyces	toyocamycin	Other	unk	NC1=NC=NC2=C1C(=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C#N	1	0	0	0
BGC0001394	Myxococcus	phenalamide	NRP	unk	CC(CO)NC(=O)C(\C)=C\C=C\C=C\C=C\C(\C)=C\C(C)C(O)C(\C)=C\C(C)CCC1=CC=CC=C1	0	0	0	0
BGC0000412	Pseudomonas	pyochelin	NRP	unk	unk	0	0	0	0
BGC0001662	Kitasatospora	mediomycin A	Polyketide	unk	CC(\C=C\CC\C=C\C=C\C=C(/C)C(O)=O)[C@@H](O)[C@H](C)[C@@H](O)\C=C\C=C\C=C\C=C\C=C\C=C\CC(OS(O)(=O)=O)C(C)C(=O)C[C@H](O)C[C@H](O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@H](O)CCCN	1	0	0	0
BGC0000403	Paenibacillus	pelgipeptin	NRP	unk	unk	1	0	0	0
BGC0000513	Saccharopolyspora	Ery-9	Lantipeptide	Unknown	unk	1	0	0	0
BGC0000993	Chromobacterium	FK228	NRP	Antifungal,Cytotoxic,Inhibitor	CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C	0	0	1	0
BGC0001079	Streptomyces	Napyradiomycin A80915C	Polyketide	Antibacterial	O=C1C2(Cl)C(OC(C)(C)C(Cl)C2)(CC3C(C)(C)C(Cl)CCC3(O)C)C(C4=CC(O)=C(C)C(O)=C41)=O	1	1	0	0
BGC0001551	Streptomyces	citrulassin E	RiPP	unk	unk	1	0	0	0
BGC0001333	uncultured	BE-54017	Alkaloid	Cytotoxic	unk	3	0	0	0
BGC0001552	Streptomyces	citrulassin F	RiPP	unk	unk	1	0	0	0
BGC0001457	Streptomyces	jomthonic acids	NRP	unk	unk	1	0	0	0
BGC0001261	Alternaria	AM-toxin	NRP	unk	unk	2	0	0	0
BGC0000625	Streptomyces	thioviridamide	Other	unk	unk	1	0	0	0
BGC0001193	Saccharothrix	thiolutin	NRP	unk	unk	1	0	0	0
BGC0000589	Escherichia	Microcin M	Microcin	unk	unk	0	0	0	0
BGC0000487	Carnobacterium	carnocyclin	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0000271	Streptomyces	spore pigment	Polyketide	unk	unk	1	0	0	0
BGC0000562	Kocuria	variacin	lantipeptide	unk	unk	1	0	0	0
BGC0000011	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0000070	Penicillium	griseofulvin	Polyketide	Antifungal,Cytotoxic	unk	2	0	1	0
BGC0001611	Streptomyces	guangnanmycin	NRP	unk	unk	1	0	0	0
BGC0000485	Lactobacillus	acidocin B	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0000794	Geobacillus	S-layer glycan	Saccharide	unk	unk	1	0	0	0
BGC0001089	Bacillus	bacillaene	Other	Antibacterial	unk	1	1	0	0
BGC0000653	Streptomyces	pentalenolactone	Terpene	unk	unk	1	0	0	0
BGC0001051	Sorangium	Thuggacin A	NRP	Antibacterial	[C@@H]1(O)C=CC=CC[C@H](OC(=O)C(CCCCCC)=CC2N=C(SC=2)[C@H](C)[C@@H](O)C1)[C@H]([C@H](O)C(C(O)/C(=C/C(=C/C)/C)/C)C)O	0	1	0	0
BGC0000508	Staphylococcus	epidermin	lantipeptide	unk	unk	1	0	0	0
BGC0000433	Bacillus	surfactin	NRP	Surfactant	unk	1	0	0	0
BGC0000720	Streptoalloteichus	tobramycin	Saccharide	unk	unk	1	0	0	0
BGC0000124	Streptomyces	piericidin A1	Polyketide	unk	unk	1	0	0	0
BGC0001529	Streptomyces	bezastatin derivates 	Alkaloid	unk	unk	1	0	0	0
BGC0000203	Amycolatopsis	BE-7585A	Polyketide	unk	unk	1	0	0	0
BGC0000299	Pseudoalteromonas	alterochromides	NRP	unk	unk	0	0	0	0
BGC0000132	Streptomyces	pyrrolomycin	Polyketide	unk	unk	1	0	0	0
BGC0001699	Aspergillus	nidulanin A	Polyketide	unk	unk	2	0	0	0
BGC0000340	Streptomyces	echosides	NRP	unk	unk	1	0	0	0
BGC0001161	Moorea	1-heptadecene	Polyketide	Unknown	unk	0	0	0	0
BGC0000493	Leuconostoc	leucocyclicin Q	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0000033	Micromonospora	calicheamicin	Polyketide	unk	unk	1	0	0	0
BGC0000607	Macrococcus	micrococcin P1	Thiopeptide	unk	unk	1	0	0	0
BGC0000650	Algoriphagus	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0000862	Shewanella	eicosapentaenoic acid	Other	unk	unk	0	0	0	0
BGC0001447	Saccharomonospora	primycin	Polyketide	unk	unk	1	0	0	0
BGC0000313	Beauveria	beauvericin	NRP	unk	unk	2	0	0	0
BGC0000180	Legionella	Legioliulin	Polyketide	Other	Oc3cccc2C=C(\\C=C\\C=C\\c1ccccc1)OC(=O)c23	0	0	0	0
BGC0000649	Streptomyces	carotenoid	Terpene	unk	unk	1	0	0	0
BGC0000060	Streptomyces	fostriecin	Polyketide	unk	unk	1	0	0	0
BGC0000228	Streptomyces	granaticin	Polyketide	unk	unk	1	0	0	0
BGC0001521	Herpetosiphon	auriculamide	NRP	unk	CC[C@H](C)[C@H](O)C(=O)N[C@@H](CC1=CC(Cl)=C(O)C=C1)C(=O)CC	1	0	0	0
BGC0000431	Streptomyces	Stenothricin	NRP	Antibacterial	unk	1	1	0	0
BGC0000747	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000934	Kitasatospora	5-Acetyl-5,10-dihydrophenazine-1-carboxylic acid	Other	Antibacterial	CC(C1=C2C(N(C(C)=O)C(C=CC=C3)=C3N2)=CC=C1)=O	1	1	0	0
BGC0001157	Streptomyces	Bottromycin A2	Bottromycin	Antibacterial	unk	1	1	0	0
BGC0000529	Microbispora	microbisporicin A2	Lantipeptide	Antibacterial	O=C(N[C@H](C(NC(C(N[C@H](C(N[C@H](C(N[C@H]([C@H](C)SC[C@@H](C(N[C@H]([C@H](O)C)C(N[C@@H](C(N1[C@H]2[C@@H](O)CC1)=O)CSC[C@H](NC([C@H](CC(N)=O)NC([C@H](NC(CNC(CNC(CNC2=O)=O)=O)=O)CSC[C@@H](C(N/C=C\\SC3)=O)NC4=O)=O)=O)C(N[C@@H]3C(N[C@@H]4CC5=CC=CC=C5)=O)=O)=O)=O)NC6=O)C(N7[C@H](C(NC6)=O)CCC7)=O)=O)CSC8)=O)CC(C)C)=O)=C)=O)CC9=CNC%10=C9C=C(Cl)C=C%10)[C@@H]8NC(/C(NC([C@H](C(C)C)N)=O)=C/C)=O	1	1	0	0
BGC0001525	Synechocystis	bartoloside 2	Other	unk	CCCCCCCCCC(Cl)CCCCCc2cc(OC1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCC)c(O)c2C3OC[C@H](O)[C@@H](O)[C@@H]3O	0	0	0	0
BGC0000765	Lactobacillus	exopolysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000234	Streptomyces	jadomycin	Polyketide	unk	unk	1	0	0	0
BGC0000219	Streptomyces	elloramycin	Polyketide	Cytotoxic	C[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)OC)OC)OC	1	0	0	0
BGC0000031	Streptomyces	Borrelidin	Polyketide	Antibacterial,Cytotoxic	C[C@H]1C[C@H](C[C@@H]([C@H](/C(=C\\C=C\\C[C@H](OC(=O)C[C@@H]([C@H](C1)C)O)[C@@H]2CCC[C@H]2C(=O)O)/C#N)O)C)C	1	1	0	0
BGC0000200	uncultured	Arixanthomycin A	Polyketide	Cytotoxic	O=C(C1=CC=CC(O[C@H]2[C@H](OC)[C@@H](OC)[C@H](OC)[C@@H](C)O2)=C1O3)C4=C3C(O)=C(CCC5=C6C(O)=C7C(C[C@@](C)(OC[C@]8([H])C(O)=O)N8C7=O)=C5)C6=C4O	3	0	0	0
BGC0001050	Tistrella	Thalassospiramide A	NRP	Inhibitor	unk	0	0	0	0
BGC0000811	Aspergillus	fumigaclavine C	Alkaloid	unk	unk	2	0	0	0
BGC0000956	Pantoea	andrimid	NRP	Antibacterial	unk	0	1	0	0
BGC0001827	Sarocladium	xenovulene	Polyketide	unk	[H][C@]12CO[C@]3([H])[C@@]1([H])C(O[C@]1(C)C\C=C\C(C)(C)C\C=C(C)\CC[C@@]31[H])=C(O)C2=O	2	0	0	0
BGC0001199	Streptomyces	akaeolide	Polyketide	unk	unk	1	0	0	0
BGC0001328	Micromonospora	Rakicidin A	NRP	Cytotoxic	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	1	0	0	0
BGC0000264	Streptomyces	resistomycin	Polyketide	Antibacterial,Inhibitor,Other	unk	1	1	0	0
BGC0000263	Streptomyces	ravidomycin	Polyketide	unk	unk	1	0	0	0
BGC0001747	Tannerella	pseudaminic acid	Other	unk	C[C@@H]([C@@H]([C@H]1[C@H]([C@H](C[C@](O1)(C(=O)[O-])O)O)NC(=O)C)NC(=O)C)O	0	0	0	0
BGC0001241	Claviceps	ergotamine	Terpene	unk	unk	2	0	0	0
BGC0000401	Paenibacillus	paenibactin	NRP	unk	unk	1	0	0	0
BGC0001561	Streptomyces	curacomycin	NRP	unk	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	1	0	0	0
BGC0001581	Streptomyces	ECO-02301	Polyketide	unk	CC1C(C(C(C(O1)OC(C/C=C/C=C/C=C/C=C/C=C/C(C(C)C(C(C)/C=C/CC/C=C/C=C/C=C/C=C/C(=O)NC2=C(CCC2=O)O)O)O)C(C)C(=O)CC(CC(CC(/C=C/CC(CC(CC(CC(/C=C/CC(CC(CCC[NH3+])O)O)O)O)O)O)O)O)O)O)O)O	1	0	0	0
BGC0000473	Microcystis	microcyclamide	Cyanobactin	Unknown	unk	0	0	0	0
BGC0001604	Fusarium	gibberellin	Terpene	unk	CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	2	0	0	0
BGC0001109	unidentified	pederin	NRP	unk	unk	3	0	0	0
BGC0001693	Micromonospora	nenestatin	Polyketide	unk	unk	1	0	0	0
BGC0000044	Stigmatella	Dawenol	Polyketide	Unknown	C(/C)=C/C(/C)=C/C=C/C(/C)=C/C=C/C(/C)=C/C(/C)=C/C(C)C(O)C(C)C(OC(C)=O)C	0	0	0	0
BGC0001196	Streptomyces	desotamide	NRP	unk	unk	1	0	0	0
BGC0000687	Diaporthe	phyllocladan-16alpha-ol	Terpene	unk	unk	2	0	0	0
BGC0000825	Streptomyces	staurosporine	Alkaloid	unk	unk	1	0	0	0
BGC0000311	Amycolatopsis	balhimycin	NRP	unk	unk	1	0	0	0
BGC0001760	Streptomyces	rimosamide	NRP	unk	unk	1	0	0	0
BGC0000645	Halobacillus	carotenoid	Terpene	unk	unk	1	0	0	0
BGC0001195	Nocardiopsis	nocardiopsin	NRP	unk	unk	1	0	0	0
BGC0001061	Streptomyces	Polyketomycin	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0001774	Streptomyces	septacidin	Other	unk	CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(C(C(OC1C(CO)O)NC2=NC=NC3=C2NC=N3)O)O	1	0	0	0
BGC0001019	Sorangium	Microsclerodermin M	NRP	Antifungal	O=C([C@@H](O)[C@H](NC(C[C@@H](O)CNC(CNC([C@@H](CC1=CNC2=C1C=CC=C2)NC(CN(C(C3)=O)C)=O)=O)=O)=O)[C@H](O)[C@@H](O)C/C=C/C=C/C=C/C4=CC=CC=C4)N[C@H](C5)[C@@]3(O)NC5=O	0	0	1	0
BGC0001179	Streptomyces	Rishirilide B 	Polyketide	Inhibitor	CC1C(=O)c2cc3cccc(c3cc2C(C1(C(=O)O)O)(CCC(C)C)O)O	1	0	0	0
BGC0001725	Bacillus	oxetanocin A	Other	unk	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@H](O3)CO)CO	1	0	0	0
BGC0001560	Moorea	cryptomaldamide	NRP	unk	unk	0	0	0	0
BGC0001156	Streptomyces	Platencin	Terpene	Antibacterial	unk	1	1	0	0
BGC0000270	Streptomyces	simocyclinone	Polyketide	unk	unk	1	0	0	0
BGC0001463	Pseudoalteromonas	2,3,4,5-tetrabromopyrrole	Other	Inhibitor,Signalling	unk	0	0	0	0
BGC0001538	Streptomyces	caboxamycin	NRP	unk	OC(=O)C1=CC=CC2=C1N=C(O2)C1=C(O)C=CC=C1	1	0	0	0
BGC0000507	Staphylococcus	epicidin	lantipeptide	unk	unk	1	0	0	0
BGC0000090	Actinosynnema	Macbecin I	Polyketide	Cytotoxic,Other	unk	1	0	0	0
BGC0001788	Streptococcus	suicin 65	RiPP	unk	unk	1	0	0	0
BGC0001015	Planktothrix	microcystin	NRP	unk	unk	0	0	0	0
BGC0000466	Streptomyces	yatakemycin	NRP	unk	unk	1	0	0	0
BGC0000302	Anabaena	anabaenopeptin	NRP	Inhibitor	unk	0	0	0	0
BGC0000749	Escherichia	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001329	Streptomyces	Rakicidin D	NRP	Unknown	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCC)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	1	0	0	0
BGC0001028	Nostoc	nostopeptolide A	NRP	Unknown	CCCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C1=O)C)CC(C)C)CC(C)C)CC(=O)N)CC4=CC=C(C=C4)O	0	0	0	0
BGC0001046	Streptomyces	Streptolydigin	NRP	Antibacterial	C[C@H]1[C@@H]2C=C[C@]3(CO3)[C@@](O2)(O[C@H]1[C@H](C)/C=C(\\C)/C=C/C(=O)C4=C(N([C@H](C4=O)[C@H](C)C(=O)NC)[C@@H]5CC[C@@H]([C@@H](O5)C)O)O)C	1	1	0	0
BGC0000778	Aeromonas	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001138	Marinactinospora	a201a	Other	Antibacterial	CN(C)C1=C2C(N([C@H]3[C@H](O)[C@H](NC(/C(C)=C/C4=CC=C(O[C@@H]([C@@H](O)[C@H]/5O)OC5=C(CO[C@@H]6[C@@H](O)[C@@H](OC)[C@H](OC)[C@@H](C)O6)/OC)C=C4)=O)[C@@H](CO)O3)C=N2)=NC=N1	1	1	0	0
BGC0001108	symbiont	pederin	Polyketide	Cytotoxic,Inhibitor,Other	unk	3	0	0	0
BGC0001636	Curvularia	KK-1	NRP	unk	unk	2	0	0	0
BGC0001271	Aspergillus	emericellin	Polyketide	unk	unk	2	0	0	0
BGC0001084	Aspergillus	notoamide A	NRP	Cytotoxic,Inhibitor	CC1(C=CC2=C(O1)C=CC3=C2N(C(=O)[C@@]34C[C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)O)C	2	0	0	0
BGC0001448	uncultured	Malacidin A	NRP	Antibacterial	unk	3	1	0	0
BGC0001376	Streptosporangium	hexaricin A	Polyketide	unk	COC1=C2[C@H](O)CC3=C(C(O)=C4C(=O)O[C@H](C)CC4=C3)C2=C(O)C2=C1C(=O)C1=C(O)C=CC=C1C2=O	1	0	0	0
BGC0000709	Streptomyces	neomycin	Saccharide	unk	unk	1	0	0	0
BGC0000157	Streptomyces	tautomycetin	Polyketide	unk	unk	1	0	0	0
BGC0000192	Streptomyces	aclacinomycin	Polyketide	unk	unk	1	0	0	0
BGC0001695	Streptomyces	neoantimycin	NRP	unk	[H][C@]1(OC(=O)C(C)(C)[C@@H](O)[C@@H](CC2=CC=CC=C2)OC(=O)[C@@H](OC(=O)[C@@H](NC(=O)C2=C(O)C(NC=O)=CC=C2)[C@H](C)OC1=O)C(C)C)[C@@H](C)CC	1	0	0	0
BGC0000494	Streptococcus	uberolysin	lantipeptide	unk	unk	1	0	0	0
BGC0001340	Byssochlamys	byssochlamic acid	Polyketide	Unknown	unk	2	0	0	0
BGC0001434	Xenorhabdus	nematophin	NRP	unk	unk	0	0	0	0
BGC0001190	Fusarium	fusaric acid	Polyketide	unk	unk	2	0	0	0
BGC0000057	Aspergillus	F9775A	Polyketide	Inhibitor	unk	2	0	0	0
BGC0001809	Bacillus	trans-aconitic acid	Other	unk	unk	1	0	0	0
BGC0000072	Pyxidicoccus	gulmirecin A	Polyketide	Antibacterial	C/C([C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)[C@H](OC(CC(C)C)=O)C(C[C@@H](O)[C@@H]2C)=O)=C\\C[C@H](/C(C)=C\\C)OC2=O	0	1	0	0
BGC0001374	Streptomyces	thienodolin	Other	unk	unk	1	0	0	0
BGC0001442	Streptomyces	actinonin	NRP	Inhibitor	unk	1	0	0	0
BGC0000910	Streptomyces	melanin	Other	unk	unk	1	0	0	0
BGC0001707	Streptomyces	nosiheptide	Other	unk	C/C=C\1/C2=NC(=CS2)C(=O)NC3CC(C(=O)OCC4=C5C(=C(C(=O)SCC(C6=NC(=CS6)C7=N/C(=C\8/NC(=CS8)C(=O)NC(=C)C(=O)N)/C(=O)C=C7C9=NC(=CS9)C(=O)NC(C(=O)N1)C(C)O)NC(=O)C1=CSC3=N1)NC5=CC=C4)C)O	1	0	0	0
BGC0001644	Gynuella	lacunalides	Polyketide	unk	unk	0	0	0	0
BGC0001596	Streptomyces	fluostatins M-Q	Polyketide	unk	unk	1	0	0	0
BGC0000293	Neosartorya	acetylaszonalenin	NRP	unk	unk	2	0	0	0
BGC0000992	Fusarium	fusaridione A	NRP	unk	unk	2	0	0	0
BGC0000889	Streptomyces	bagremycin	Other	unk	unk	1	0	0	0
BGC0000575	Rhodococcus	lariatin	Lasso Peptide	unk	unk	1	0	0	0
BGC0001306	Aspergillus	asperipin 2a	Other	unk	unk	2	0	0	0
BGC0001609	Trichoderma	gliovirin	NRP	unk	[H][C@@]12O[C@@]11C[C@@]34SSC(C5=CC=C(OC)C(OC)=C5O)[C@@]([H])(NC3=O)C(=O)N4O[C@@]1([H])[C@H](O)C=C2	2	0	0	0
BGC0000638	Pantoea	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0001524	Sulfurospirillum	barnesin A	NRP	unk	unk	0	0	0	0
BGC0001828	Streptomyces	zincophorin	Polyketide	unk	CCCC(C)/C=C(\C)/C(C(C)/C=C/CCC(C(C)C(C(C)C(C(C)C1C(CCC(O1)C(C)C(=O)O)C)O)O)O)O	1	0	0	0
BGC0000030	Fusarium	bikaverin	Polyketide	unk	unk	2	0	0	0
BGC0001399	Aspergillus	fellutamide B	NRP	unk	unk	2	0	0	0
BGC0001141	Penicillium	brefeldin A	Polyketide	Inhibitor	unk	2	0	0	0
BGC0001620	Streptomyces	ilamycins	Polyketide	unk	unk	1	0	0	0
BGC0001403	Aspergillus	trypacidin	Polyketide	unk	unk	2	0	0	0
BGC0000075	Streptomyces	hygrocin A	Polyketide	unk	unk	1	0	0	0
BGC0001523	Streptomyces	azalomycin F	Polyketide	unk	CC1CCC(C(C(CC(C(/C=C/C=C(/C(=O)OC(C(/C=C/C=C(/C(CC(CC(CC(CC2CC(C(C(O2)(CC1O)O)O)O)OC(=O)CC(=O)O)O)O)O)\C)C)C(C)CCC/C=C/CCCN=C(N)N)\C)C)O)O)C)O	1	0	0	0
BGC0001337	uncultured	lazarimide A	Alkaloid	Cytotoxic	O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63	3	0	0	0
BGC0001478	Streptomyces	desferrioxamine E	Other	Siderophore	unk	1	0	0	1
BGC0000432	Streptomyces	streptothricin	NRP	unk	unk	1	0	0	0
BGC0001309	Cladonia	usnic acid	Polyketide	unk	unk	2	0	0	0
BGC0000885	Streptomyces	4-hydroxy-3-nitrosobenzamide 	Other	unk	unk	1	0	0	0
BGC0001792	Streptomyces	surugamide A	NRP	unk	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC1=O)[C@@H](C)CC)[C@H](C)CC)[C@@H](C)CC	1	0	0	0
BGC0001307	Streptomyces	chaxapeptin	Other	unk	unk	1	0	0	0
BGC0001343	Stigmatella	aurachin A	Polyketide	unk	unk	0	0	0	0
BGC0000611	Streptomyces	siomycin	Thiopeptide	unk	unk	1	0	0	0
BGC0000846	Pseudomonas	tabtoxin	Other	unk	unk	0	0	0	0
BGC0001432	Stigmatella	Myxochromide D	NRP	Unknown	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C	0	0	0	0
BGC0001628	Kibdelosporangium	JBIR-78	NRP	unk	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	1	0	0	0
BGC0000590	Escherichia	microcin N	Microviridin	unk	unk	0	0	0	0
BGC0001332	Streptomyces	microtermolide A	NRP	unk	unk	1	0	0	0
BGC0000210	Streptomyces	chromomycin A3	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0000782	Burkholderia	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0001797	Streptomyces	telomestatin	Other	unk	CC1=C2N=C(O1)C1CSC(=N1)C1=COC(=N1)C1=COC(=N1)C1=COC(=N1)C1=COC(=N1)C1=COC(=N1)C1=C(C)OC2=N1	1	0	0	0
BGC0000695	Micromonospora	fortimicin	Saccharide	unk	unk	1	0	0	0
BGC0000832	Streptomyces	clorobiocin	Saccharide	Antibacterial	ClC1=C(C([H])=C([H])C(C(O[H])=C2N([H])C(C(C([H])=C3[H])=C([H])C(C([H])([H])/C([H])=C(C([H])([H])[H])/C([H])([H])[H])=C3O[H])=O)=C1OC2=O)O[C@]4([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@]([C@@]([C@@]4([H])O[H])([H])OC(C5=C([H])C([H])=C(C([H])([H])[H])N5[H])=O)([H])OC([H])([H])[H]	1	1	0	0
BGC0000149	Sorangium	Spirangien A1	Polyketide	Cytotoxic	O1[C@@]([C@@H](C)[C@@H](O)[C@@H](C)/C=C\C=C\C=C/C=C/C=C\[C@@H](OC)CC(O)=O)([H])[C@@H](C)C[C@H](O)[C@]21O[C@@]([H])([C@H](C)[C@H](OC)C2)[C@H](C)[C@@H](O)[C@@H](C)C/C(/C)=C/C	0	0	0	0
BGC0001622	Streptomyces	isatropolone A	Polyketide	unk	unk	1	0	0	0
BGC0000891	Pseudoalteromonas	pentabromopseudilin	Other	Antibacterial,Cytotoxic,Inhibitor	C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br	0	1	0	0
BGC0000502	Bacillus	cerecidin	lantipeptide	unk	unk	1	0	0	0
BGC0001200	Streptomyces	lorneic acid A	Polyketide	unk	unk	1	0	0	0
BGC0000235	Streptomyces	kiamycin	Polyketide	unk	unk	1	0	0	0
BGC0000428	Streptosporangium	sibiromycin	NRP	unk	unk	1	0	0	0
BGC0001011	Streptomyces	meridamycin	NRP	unk	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	1	0	0	0
BGC0001799	Papaver	thebaine	Alkaloid	unk	CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC	3	0	0	0
BGC0000289	Nonomuraea	A40926	NRP	Antibacterial	unk	1	1	0	0
BGC0000930	Fusarium	trichothecene	Other	unk	unk	2	0	0	0
BGC0000062	Fusarium	fumonisin	Polyketide	unk	unk	2	0	0	0
BGC0001488	Pseudomonas	4-formylaminooxyvinylglycine	Other	unk	N[C@@H](\C=C\ONC=O)C(O)=O	0	0	0	0
BGC0001734	Aspergillus	penilumamide	Other	unk	COC(=O)C1=CC=CC=C1NC(=O)[C@H](CCS(C)=O)NC(=O)C1=NC2=C(N=C1)N(C)C(=O)N(C)C2=O	2	0	0	0
BGC0000573	Caulobacter	caulonodin I	Lasso Peptide	unk	unk	0	0	0	0
